0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-708.2326,74.10721,-0.502169,17.105127,0.5917932,10.74642,-9.613305,-0.2980652,-12.664794,-0.74712783,-1.5684304,4.853177,-2.7702744,-0.93393165,-1.0874593,1.6885219,-6.5880947,0.012476324,-3.3546999,1.0856221,-8.563667,0.6934756,-2.0671299,-3.9840229,-2.7926729,0.5993058,-5.1865497,1.333926,-4.2077746,-0.36112532,-3.6087573,-2.617798,-2.2963881,-3.5097315,-3.7181275,-1.1388621,-0.9322265,-4.1254635,-4.0264354,-3.6107526,calm
-694.5257,70.342674,-8.521249,19.486092,1.9052767,7.656219,-8.919093,-3.8928692,-13.921886,0.25105563,0.038721956,2.5341954,-3.5076714,-2.5343807,-3.0848918,2.623467,-6.7957306,-0.41020507,-2.27642,1.3503609,-8.195448,-0.62591356,-2.288722,-3.200354,-1.6735829,-0.16233523,-4.309275,0.8374138,-2.603379,-1.127698,-3.9656734,-3.4450972,-3.3658829,-3.2983801,-3.7313454,-1.2852522,-0.9469991,-3.9182723,-3.8673315,-4.663747,calm
-648.1975,66.34978,-7.5913267,15.73868,1.1630247,0.084241845,-8.549194,-3.8719172,-14.144296,0.078786924,-3.587177,-4.6779585,-0.7642507,-2.9070747,-3.9959602,3.565075,-9.224291,-1.8221724,-3.316745,-1.8685093,-6.4095964,0.31401256,-3.2801807,-4.6046524,-2.7100155,-2.110494,-5.0124025,-0.089527145,-3.7300057,-1.5023547,-2.481138,-3.1827502,-2.0876217,-4.3062673,-3.669528,-2.9741693,-1.918064,-1.3872443,-1.4546448,-1.4123956,happy
-633.28925,65.72415,-8.518345,18.115553,3.9322014,0.9281504,-9.022242,-2.4880579,-15.877559,0.7069374,-1.8005034,-4.57729,1.7651986,-2.45317,-3.5189881,4.4240766,-8.867488,-1.8868933,-0.4407818,-1.1058434,-6.6771035,0.2917356,-3.8895004,-5.411757,-0.55621094,-1.0995038,-3.4368567,-0.7651199,-3.4980836,-1.4871845,-1.2617639,-3.8377893,-1.2772317,-3.403212,-2.6458862,-2.0782738,-0.6616238,-2.5255296,-1.8682109,-1.507045,happy
-658.4322,65.384056,-5.4914937,16.014952,-1.2058161,2.7714937,-8.507574,-4.5696077,-16.36023,-0.8757194,0.081992805,-4.886556,-0.012598873,-2.385955,-2.2444885,2.99536,-7.996989,-0.9319175,-1.8569984,-2.5738935,-5.659995,-1.5407236,-2.6919715,-3.6085613,-2.50507,-0.50774366,-4.9766455,0.97960466,-2.366108,-1.1290845,-2.0466774,-2.814837,-1.9345356,-4.279485,-3.0581036,-2.4372294,-1.1014274,-1.8073479,-3.0250907,-2.8362901,happy
-655.48895,61.025352,-3.5480027,22.194187,-1.1883571,4.1294537,-6.1102424,-2.8522475,-16.700535,-0.53394306,-2.2742128,-1.9032726,0.10235576,-1.9600537,-2.8149903,3.00456,-8.880485,-0.89769065,-2.4134262,-1.591662,-6.33235,-0.83444417,-3.0476594,-3.9736137,-3.0065913,0.250624,-6.283207,0.26971623,-3.681755,-0.9063543,-2.6148307,-2.5375876,-2.3069847,-3.5110717,-3.1157944,-2.5382855,-1.5136962,-3.1690195,-3.7613285,-2.7052617,happy
-599.2603,53.03303,-9.835301,9.400464,-4.9844074,2.4055347,-15.529392,-5.460141,-14.301752,-5.936593,-3.5333858,-4.3907743,-4.3654656,-1.5383685,-8.807534,1.0288935,-9.068214,-1.5278406,-4.0946646,-3.8563762,-6.21353,-2.2910793,-4.523396,-4.0652385,-3.572218,-1.4731753,-1.9646496,2.5405438,1.1493591,0.70832413,-1.8126211,-1.9267201,-1.1382734,0.8197655,1.8378035,4.7251444,3.0049708,0.05001073,-0.68170655,-1.3618714,happy
-562.0607,57.960217,-14.572983,8.499008,-0.5171486,0.9797683,-13.849387,-4.981937,-16.98635,-5.105052,1.0943604,-5.885642,-3.4763947,-0.30976978,-7.4308715,2.0672908,-8.450037,-4.9482746,-3.2694855,-4.0291934,-6.613687,-3.827366,-3.6192737,-4.4810076,-2.0736856,0.83655804,-3.898663,0.47017333,-0.3962577,-2.8752215,-0.31278065,1.2518336,1.49967,0.60807264,0.25378233,3.5085654,4.9563103,4.5838227,2.3368316,-0.6827447,happy
-520.3402,51.734226,-13.902369,11.455584,-3.7174697,1.2721246,-13.747871,-6.045549,-20.91403,-2.0454414,-2.6876469,-6.642311,-2.1880314,-1.7522969,-8.877754,3.4603052,-11.0291,-2.5802705,-3.468945,-3.8209364,-7.801508,-1.8272463,-5.209308,-5.103585,-4.3227725,-2.913082,-5.7913566,-1.9371232,-4.8120093,-2.2524586,0.1150137,-0.74477136,2.2755823,0.3797129,1.0261661,1.1606131,3.6587715,1.659081,1.6119219,1.6541953,happy
-542.0526,53.76937,-13.055048,10.910485,-5.032449,0.46885994,-13.458607,-6.1140776,-20.55169,-3.9812694,-4.7285075,-4.2591014,-2.8167744,-0.49057725,-9.853809,2.0156498,-10.239017,-4.212576,-3.8486767,-2.1214237,-8.785083,-2.1566386,-4.7321453,-6.112383,-4.5506496,-1.7459955,-6.7226877,-2.186199,-3.922066,-3.401309,-2.4591184,-2.4577215,-2.374751,0.81295437,0.11883024,2.980113,2.0995545,0.60693717,1.3612047,1.4943576,happy
-683.20245,64.19206,-5.3122115,17.506668,3.6005025,0.24983948,-5.48008,-5.7782393,-13.780032,-1.8731568,-6.6697345,0.53792316,-2.9064384,-4.5288243,-3.622886,0.18542582,-6.779685,-3.5078306,-4.0004845,-0.09534583,-7.4484878,-1.9497125,-2.9123034,-4.8198237,-2.1237094,-1.8956506,-4.4187827,-1.5390555,-2.114083,-2.356284,-1.9695324,-2.691748,-2.0271406,-2.8797636,-4.0037975,-3.4635017,-1.6596286,-3.0143077,-3.0922477,-3.5243015,sad
-701.56006,69.031425,-4.603005,19.982515,5.14567,2.8172994,-2.999205,-4.544088,-13.206763,-2.7791665,-4.324742,0.3878105,-3.9736657,-1.4233868,-2.5529175,0.78217065,-5.2004867,-1.4111533,-2.754581,0.86774653,-7.4188485,-0.61872643,-1.745817,-4.148277,-1.6401569,-1.3197066,-3.9410107,-1.3161422,-3.2215655,-1.6208293,-1.4037966,-2.7416766,-2.2975829,-2.606176,-3.7957501,-1.2452993,-1.5468595,-3.0362155,-3.0337718,-3.5481646,sad
-737.8208,63.719105,-6.723162,17.26098,3.4342012,1.2963085,-4.6877985,-4.7375245,-13.668508,-1.2814249,-3.375345,0.8532929,-3.3152454,-1.5165749,-4.3796782,1.2131363,-5.872682,-5.0944467,-1.6426287,0.30065563,-6.8236537,-1.6719908,-3.2637746,-4.300787,-1.8053577,-0.78944325,-2.86979,-0.2622532,-2.9571064,-0.17881088,-2.1107364,-4.078192,-1.2710011,-1.9729286,-2.5508351,-1.4781741,-0.2057334,-2.7743082,-3.571217,-3.4769084,sad
-714.01306,62.778355,-2.470313,18.734163,2.9632785,2.8076172,-1.6165262,-4.776803,-14.829912,-1.5229356,-4.687009,-0.34512413,-2.0091918,-2.2977097,-4.171296,3.2546556,-4.431822,-3.2437904,-2.5414002,0.5619633,-7.1203313,-1.6073918,-2.2822266,-3.4901595,-2.0580673,-0.7252367,-4.229754,-2.577114,-2.0546062,-0.43538326,-1.3468075,-2.1021762,-1.5182182,-3.0519273,-3.5520113,-2.257255,-1.540315,-2.2559278,-2.1185908,-3.144538,sad
-672.3876,65.97701,-2.614009,20.291708,4.434065,1.4282987,-4.064527,-4.4724865,-12.276543,1.1798564,-4.9456244,-0.30973706,-2.2580724,-3.1817262,-3.1184087,2.5532002,-6.2805014,-1.9950379,-3.4908361,0.520465,-5.5433855,-0.72225916,-2.578987,-4.8503747,-1.919747,-1.0540155,-3.2991996,0.21182942,-1.3378668,-0.70451134,-2.258703,-1.5733639,-2.4714296,-2.4647589,-3.2956655,-2.034222,-1.3807137,-3.4197688,-2.0564597,-3.9795148,sad
-629.6697,54.06199,-8.033522,13.59357,0.6921636,-0.6965383,-11.472991,-4.4705625,-17.667389,-2.0602102,-4.4114814,-4.928477,-1.5165757,-3.2445664,-6.5793953,2.5038838,-10.178605,-2.5224533,-1.4554917,-2.1083846,-6.919509,-1.774112,-7.2643027,-3.9099267,-3.6760297,-1.7140234,-4.3511276,-2.686269,-2.1328015,-1.8868595,-2.2636564,-3.5957832,-2.7710538,-2.6765506,-3.1068997,0.14253445,0.12017994,-2.4626834,-2.5450454,-2.52922,sad
-622.2929,57.918697,-8.625646,16.57276,1.1600262,-0.050725333,-9.405026,-6.8189955,-20.81467,-2.7040079,-4.3066387,-5.389666,-1.3415368,-4.050905,-5.153081,2.6327085,-7.786013,-3.717966,-3.6002204,-2.023475,-7.8380876,-3.657051,-2.8153043,-5.995181,-4.610926,-1.2697825,-6.525917,-1.8360744,-3.1421828,-2.2353745,-2.9989712,-3.0862608,-2.8066323,-3.3633533,-3.432,-2.9557722,-0.12791365,-1.1692896,0.028373718,-0.85298926,sad
-608.60425,54.71659,-7.9656806,17.140224,-1.4099673,0.49652943,-10.490939,-5.516089,-19.170322,-0.8281592,-4.198881,-3.4471607,-2.0086727,-4.161927,-5.9967337,3.1814864,-9.635053,-3.0273385,-4.071035,-1.6825466,-7.791848,-1.535162,-3.182639,-5.3420863,-3.493348,-1.0597495,-5.9919124,-0.2665065,-4.6606007,-1.192202,-3.113714,-3.0936022,-3.4104626,-3.6540596,-3.4793963,-2.6016886,-0.91450274,-3.0680985,-2.5107646,-2.6469574,sad
-548.76227,46.319263,-9.788859,16.356321,-5.0390477,0.7351743,-7.721361,1.8093584,-15.568374,-1.8364123,-3.6163585,-2.2004719,-3.077091,-2.447242,-5.2372456,-0.051977843,-7.72938,-0.53572464,-5.0855346,-2.4017875,-6.0772414,-1.9694979,-4.756151,-3.723453,-3.4960938,-1.2259306,-4.82668,1.086017,-2.0051343,-1.1572149,0.41462725,-0.8550045,-1.653893,-2.2692947,-1.8888173,-0.63738275,-0.7582331,-1.016771,-2.9710753,-1.9109685,angry
-529.3118,44.449223,-9.717897,12.334527,-7.545106,0.3934091,-10.94873,-4.8148594,-16.705332,-3.161658,-7.706902,-3.6626961,-6.254751,-2.1794665,-6.9392786,-0.90232795,-10.320997,-0.15543315,-7.028978,-3.0392585,-5.6165447,-1.8160341,-2.8476202,-0.74033624,-2.5459318,0.025755793,-3.2906308,-0.25943437,-2.9834864,-2.2356236,-1.2167506,-2.4756021,-1.9726171,-2.431491,-1.8538489,0.8603878,0.50831115,2.0373995,0.19600588,0.34701696,angry
-573.25104,48.684376,-4.803378,15.071129,-3.5602503,1.245223,-8.190158,-3.8046672,-16.120884,-1.5962149,-6.0540643,-2.1980307,-3.0392962,-3.4913244,-3.9631753,0.9668438,-9.058177,-1.5768061,-3.1461053,-3.5855148,-6.9619117,-1.7105606,-3.75888,-4.597448,-3.5571074,-1.9978894,-5.0146575,-1.2825224,-2.4290671,-2.2063582,-0.752863,-1.7218782,-0.39303067,-1.4382836,-1.9264073,-0.46318498,-0.38338262,-1.1560751,-1.6029667,-1.0414412,angry
-533.4511,48.038025,-6.6007223,12.272241,-3.5893116,0.022614852,-7.743274,-3.32086,-18.257689,-2.0466082,-5.350392,-3.200809,-2.111394,-2.9923937,-6.4545116,2.6595204,-10.784195,-0.09247461,-2.9015074,-3.8734913,-7.1134753,0.032303225,-4.9426265,-3.1873672,-3.431139,-2.5202298,-5.71293,-1.5078658,-3.0302646,-1.4403534,-0.6636595,-1.4213275,0.38962346,-2.4266253,-2.332479,0.14155048,-0.62538064,0.5631323,-0.9783977,-1.9415321,angry
-352.39145,34.605145,-24.718254,5.454364,-15.923453,0.08182832,-17.137016,-9.364392,-17.546402,-4.694194,-9.150954,-1.6811675,-10.162599,-2.995275,-6.62579,1.6933942,-9.644655,4.010924,0.5040706,5.1002383,2.0672925,5.680544,3.3378513,1.5946593,-0.16176385,0.99558693,-2.1631541,2.6227574,2.0675142,-1.1132618,0.19619471,-0.9347787,1.9562364,0.049368046,-1.957188,1.6021994,2.5236247,0.6889036,-1.6210791,-1.3826816,angry
-372.48404,28.207758,-24.585007,8.979858,-15.888101,0.09841079,-17.567225,-2.8758612,-21.752945,-4.451822,-9.150009,-4.263406,-8.647092,-0.22209741,-8.644796,-0.02369811,-14.180545,-3.2874293,-7.893309,-6.0975966,-7.6388206,0.20664416,-2.3448696,2.7675934,4.1102247,4.7255607,0.7060542,3.4625454,-2.1691723,1.0116521,3.8129017,2.039434,-0.37889668,-0.8969218,-1.6758882,1.4913852,2.2183359,0.66485626,-1.1395826,-1.000155,angry
-405.35352,35.194324,-20.922241,9.982711,-11.722637,0.95712775,-16.087242,-5.0229883,-21.305634,-2.4773598,-8.01458,-5.0376315,-6.5906005,-1.4742882,-7.4859176,3.380344,-12.421063,0.37800065,-5.2348385,-2.874663,-4.281448,1.3240675,-3.3290665,1.3315859,-0.37800428,2.0337021,-0.44227588,0.9634282,-1.308299,0.93319786,0.96667874,0.85873,-0.7665663,-0.39345542,-0.53822607,2.4607828,2.2353466,2.7114332,1.0419451,1.1317945,angry
-307.77036,27.79394,-25.707504,2.3931556,-15.85938,-1.4148312,-22.016136,-6.8975754,-20.73776,-5.0048738,-6.678587,-4.435654,-9.720807,-0.9193535,-6.752379,2.277033,-8.060239,4.0734153,2.4870932,3.2332404,-1.4827069,3.5147018,-0.0011089643,2.5949512,-0.41989568,-0.5491884,-4.5910373,-0.49434817,-1.7257222,-0.44970384,-1.897481,-1.7252053,-0.7318282,-0.3547982,-1.0108207,0.7520402,1.0798541,1.6121179,-0.8201003,-2.0973022,angry
-598.23846,62.16184,-1.8755786,18.416424,4.530898,1.4555994,-7.936528,-4.9296384,-15.687201,1.8442861,-5.314122,3.3523698,1.0123492,-1.173565,-0.58538747,7.145942,-5.7722783,-0.34120736,-2.1233714,-0.4288381,-5.9048533,0.50306845,-3.4358044,-3.3055685,-1.7977663,0.14078489,-3.087322,1.1211138,-3.6191695,-0.99346876,-1.2743903,-1.7441984,-2.0111866,-1.9091576,-3.4590852,-2.3829236,0.33537778,-1.1103792,-0.27287322,-0.39992923,fearful
-605.93274,58.8182,-9.656665,12.700836,0.90409666,-0.65192586,-11.341202,-9.127516,-19.318087,-1.2760957,-6.069217,-3.7322524,-2.4927404,-4.320103,-3.6661751,4.277286,-8.819176,-3.0245786,-3.4285197,-2.3461168,-6.619118,-1.0827776,-4.812482,-4.722378,-3.3846998,-1.9553678,-5.3609123,-1.0107049,-3.202987,-3.0891728,-3.4263477,-2.048436,-1.9753684,0.3005675,-0.3124606,0.7280748,2.4379532,0.7786669,-0.8742078,-0.2604477,fearful
-625.601,65.55898,3.5176322,22.679806,6.2793136,7.639458,-4.5672216,-2.187462,-11.725912,3.3893805,-2.8134806,3.0619526,0.29641026,0.4059223,-0.8202482,6.177881,-3.6689756,0.20405589,-0.20688348,3.5220857,-6.454178,0.48719501,-2.0539408,-2.6821048,-3.1254094,0.18145254,-3.5327713,0.7168007,-2.417865,-1.3376116,-1.5287749,-1.0741351,-2.1552415,-2.13854,-3.3473375,-2.1618428,-0.20830506,-1.7826943,-2.7181215,-3.099687,fearful
-627.01416,64.70256,-7.578553,19.575922,2.673902,3.9294395,-7.771138,-6.888346,-14.062541,2.684461,-4.0529885,1.7082558,-2.437407,-1.0057884,-1.2222558,2.7475586,-4.636841,-1.7816,-1.5008535,2.8233993,-7.8035483,1.2298033,-3.438392,-3.092837,-2.443587,-1.3564812,-4.9355164,0.25494537,-3.5522485,-1.2592025,-2.1720262,-0.96519196,-3.7715259,-2.8483086,-4.0946565,-1.6080946,0.003512621,-2.7780645,-2.6523702,-3.657556,fearful
-442.94025,57.54804,-17.831799,10.360508,-3.3122249,10.829101,-10.398827,-7.527311,-19.129105,2.2183797,-1.7852021,-0.012109262,-3.9786508,0.8316434,-2.5161784,11.241866,-4.2255645,-2.1139219,-3.021031,-0.91807795,-5.61629,2.4662817,-1.8301437,2.0880787,0.9827494,5.083436,0.68826854,4.5633917,3.210022,1.4264973,6.0474005,4.2456436,3.0495899,1.9266295,-2.2688196,1.0477121,4.2273755,3.3592875,1.0615896,0.058302984,fearful
-406.64548,46.384754,-21.22366,0.40548956,-1.6250348,3.2004247,-14.693036,-11.857215,-20.212576,-4.460809,-7.1079164,-6.7916374,-8.617878,-3.2259462,-4.779986,4.519289,-9.982027,-5.657921,-2.6479928,-2.485424,-6.7592273,-1.2423283,0.82461506,3.754697,4.908243,7.79505,3.2655466,4.423487,3.4904459,3.9931014,7.204237,3.9394283,1.446745,-1.1678754,-1.6539273,1.5575715,3.7352395,0.4482657,-1.8420962,-2.167949,fearful
-372.6998,43.640564,-19.884064,3.3961139,-10.03359,2.9238362,-14.104945,-14.4421215,-21.465553,-6.0368257,-7.030637,-4.8905134,-10.596726,-4.8261585,-8.7195635,6.977177,-10.301535,-4.095303,-3.4220283,-2.0589874,-5.1576943,0.52000815,-0.34034112,3.4309778,6.07003,10.844371,5.57264,6.2380643,0.9910186,0.11607973,2.5830085,2.8936791,3.9375808,0.25734293,-2.1027517,1.4291619,4.604071,2.1825447,0.3848364,-1.3084605,fearful
-430.58386,50.10381,-20.360106,3.7222207,-5.477247,6.5952244,-18.010283,-11.179056,-21.22172,-5.6377206,-1.3455939,-4.0116673,-10.567172,-3.1343665,-6.651822,6.4194345,-10.665934,-4.537688,-2.6063786,-2.7767189,-7.393551,-0.30350193,-0.9158728,2.3070793,2.4218597,7.62116,4.0012674,7.1014037,5.1998377,3.5752227,4.593539,2.7149372,1.8816072,1.4870335,-0.59812,4.0281405,2.0238845,0.5625362,-1.1260507,0.19726206,fearful
-650.59467,68.15599,-7.39908,15.233755,-0.16758427,4.4384103,-11.004123,-3.6788356,-17.218252,-1.3056769,-3.6858623,-4.528991,-4.1774526,-4.8992248,-2.8800442,-1.0176013,-7.7510395,-1.7571338,-4.98213,-0.8440204,-6.168563,1.4689838,-5.9631104,-2.710945,-1.932789,-1.855237,-3.1247208,-0.7303321,-2.30128,0.0049056094,-0.98148024,-0.1108122,-1.1001563,-1.0624896,-1.2980838,-1.4577134,-0.7813726,-0.4892559,-2.371828,-2.1176202,disgust
-629.8524,57.57468,-4.4510856,9.384988,-1.1088977,3.9914339,-13.710261,-2.697937,-17.19508,-1.2222203,-4.0040255,-3.151833,-6.268469,-1.62976,-4.1868796,-0.27859896,-7.1616964,-0.814004,-2.9102604,1.236388,-5.585981,1.6088586,-6.437458,-1.4422704,-2.3121877,-1.3655063,-4.348604,0.07807859,-1.5186381,0.78881735,-1.4757074,-0.06181489,-1.3713855,-1.6606718,-0.48536235,0.8396682,0.72193265,0.5738995,-0.7561476,-1.9677591,disgust
-670.67926,75.792076,-2.5264413,17.037525,-2.5337973,7.656584,-8.898506,-8.218662,-12.170141,1.4847578,-5.8140817,0.04462037,-3.821969,-3.715456,-4.9361653,2.1198554,-7.191657,-0.61486965,-2.4480965,-2.200454,-9.416325,1.077315,-3.6096866,-3.1839528,-4.292019,-1.8190231,-3.836697,-1.6322962,-1.8807384,-1.7495651,-3.5589159,-2.3767407,-3.632793,-2.4740946,-3.6357758,-1.99415,-1.0960115,-3.1255512,-4.7330747,-3.0851288,disgust
-672.09094,58.814434,-4.887838,14.480989,-4.003203,7.3614125,-9.000491,-6.632686,-10.746241,1.7177101,-2.8319373,-1.2308081,-3.0298233,-4.015104,-3.4096959,1.9821056,-7.645118,-1.0453539,-2.627833,-0.7781218,-6.6867294,-1.0126418,-3.9422057,-3.0959678,-4.3972373,-1.1110698,-4.2696867,-0.7400578,-1.6731343,-2.0557866,-2.789474,-2.1089814,-3.1309755,-2.336278,-3.8600676,-2.6773233,-1.3618863,-1.2239407,-2.607457,-2.2569156,disgust
-493.04807,48.49845,-11.452818,-1.2449728,-13.7778635,2.2940428,-15.667933,-13.455071,-17.643852,-3.3725493,-6.8767705,-1.2736846,-9.882495,-3.5606525,-8.316361,-3.323323,-7.7160177,-0.49541885,-6.633835,-3.2615714,-8.953427,-1.1832348,-3.0687127,1.6879814,0.6962977,0.5433446,-0.082101025,3.4431028,1.6279924,2.21225,1.875344,3.0154953,1.2013617,1.8524239,2.2600641,1.0730835,1.2129692,0.25588098,-1.0002375,-1.4551713,disgust
-494.29724,39.52389,-13.347566,6.1445756,-12.815784,-2.3193166,-22.229927,-12.157745,-13.125927,-2.5199082,-7.6376677,-2.9872875,-9.570993,-6.18392,-4.7638383,0.9752321,-10.111828,0.46993062,-7.4842496,-4.1479616,-5.924662,-2.4302104,-1.576924,-0.7088131,-2.1167479,0.555306,-3.145041,-0.9714666,-2.4485326,1.2395294,0.9797243,2.1081028,1.2959684,0.22024024,0.6976887,1.8901851,1.3708874,-0.956826,-2.6038465,-2.3676713,disgust
-524.29724,48.38231,4.472602,4.329167,-12.021515,5.1630626,-16.63225,-11.56699,-9.677848,-4.706809,-12.584231,0.56740946,-10.959521,-7.9688106,-7.8295856,-2.257408,-14.753761,-2.9499772,-7.093996,-3.8545868,-9.46883,-2.7887218,-7.782325,-3.2213688,-4.924651,1.0075241,-4.422357,3.8065164,0.023078699,2.291405,0.36215097,0.2599294,-2.4696338,0.49044123,-0.025753811,1.659166,1.2216915,1.1356003,0.87724936,0.41542676,disgust
-503.56573,45.85901,-4.600919,3.1374,-7.516564,1.5530224,-16.75101,-12.244606,-11.389907,-2.6982844,-9.147116,-3.5979488,-9.400013,-4.40891,-7.1045814,0.7570037,-9.108621,-1.6621015,-4.971158,-2.5411773,-6.6996603,-2.592355,-4.275331,-3.373128,-4.716668,-1.5054921,-4.121615,-0.46317512,-0.19432303,1.5040429,1.1201806,0.95701396,-0.19616166,-0.43695146,0.44231635,2.3615034,1.014678,-0.43574896,-0.3182199,-1.1804314,disgust
-662.8701,56.391773,-3.8221474,11.562188,1.254061,0.64200574,-9.090013,-3.6842852,-12.521047,-3.2502546,-2.738848,-3.0119946,-2.9388855,-2.9727159,-6.3403425,1.6606612,-9.712198,-2.615785,-3.719278,-2.1780725,-6.3028436,-2.4324338,-4.939946,-5.409913,-2.4296381,-1.7624234,-5.551731,-0.6067756,-3.7149584,-2.2386227,-2.9439445,-4.018298,-0.4715203,-2.2594817,-1.72903,-0.27491045,0.9346872,-0.44304907,-1.3901473,-2.1892722,surprised
